,drought,sst2,sst41,sst72,drought1,drought12
361,1,-6.848389978478442,1.6538937596707082,0.7253185327553111,2.0,33.0
362,0,-12.334874586362107,7.427683314784107,-1.343450437251045,1.0,33.0
363,1,-11.29054788413632,2.2766585428048174,-0.04975607539012809,0.0,30.0
364,0,-1.6023336570603448,5.0649370690366196,-2.9516353057208504,1.0,30.0
365,0,2.568372675033112,4.715841199104105,-0.9866755889047099,0.0,29.0
366,0,10.970402300775342,2.3077884698080906,1.0508060418068979,0.0,23.0
367,1,23.92250746293572,3.706410437192609,-3.392769698078757,0.0,13.0
368,0,24.744471768964644,1.3010715391907832,-0.21583557848477364,1.0,7.0
369,2,33.282184176173544,-7.800350526992723,-2.268199642191282,0.0,34.0
370,20,36.29577166568184,-3.865454626259215,-3.626194598699298,2.0,18.0
371,23,32.98545561424598,-2.5555628562811505,-1.3136428587703217,20.0,19.0
372,35,31.774685535861117,0.027078740062349116,-0.4452341291290627,23.0,17.0
373,32,28.788009154249092,-2.643647575586222,-2.696849092136472,35.0,2.0
374,43,16.8938073724052,-4.219155901002894,-4.959408438785879,32.0,1.0
375,59,14.281365931258778,-7.354294517581203,-2.0327446103561875,43.0,0.0
376,65,6.454290049946349,2.29889723065509,0.39298978113091443,59.0,1.0
377,57,9.56766289349981,2.446660209712723,-0.4253379807006953,65.0,0.0
378,62,8.120664938907167,-6.324131960581217,2.770974739499759,57.0,0.0
379,90,-1.8252228788491343,-11.50686426340733,-2.3199875684799496,62.0,0.0
380,87,-12.978534695607673,-11.365129949296183,0.05271757744911204,90.0,1.0
381,108,-21.077882751389037,-6.61821937069101,2.0494409442743104,87.0,0.0
382,89,-28.315043902981262,1.608004988649771,1.3438650290497691,108.0,2.0
383,72,-31.613835475114627,2.6049726187296036,-1.5600403731088792,89.0,20.0
384,70,-32.578574154797096,3.398103344597362,-6.149515286998063,72.0,23.0
385,65,-44.40033153188438,7.2538928863245955,-8.759668637419,70.0,35.0
386,61,-49.1270149407022,-0.9854987153028495,-3.0522794624249032,65.0,32.0
387,48,-44.67857537626863,-1.6020563727348849,5.064773969055372,61.0,43.0
388,37,-28.75118530912115,3.0833518263505155,5.2257355191464745,48.0,59.0
389,81,-19.66713084341382,-0.5706000257738864,4.42591922161638,37.0,65.0
390,105,-12.161173716107447,-4.001057253541623,4.128233137516647,81.0,57.0
391,109,-0.8930001439730696,-0.455166852981318,-1.0276276154349997,105.0,62.0
392,92,1.0180569057497961,-2.017997660805674,-0.6618083311835465,109.0,90.0
393,126,-4.767614967917822,-2.8906134750883465,0.2763196791929396,92.0,87.0
394,102,-16.183067993299655,-0.34745570301629014,-0.6166217158957634,126.0,108.0
395,154,-23.604779606412905,3.3450944933256177,-3.1591904717634662,102.0,89.0
396,115,-21.18629420306216,3.74416467335183,-1.020902066207446,154.0,72.0
397,133,-20.713175022005732,-1.4944857202502233,1.92407094391667,115.0,70.0
398,102,-15.423326294501901,-0.7933763752927143,6.875703762817472,133.0,65.0
399,84,-8.907153845337062,-0.5171277926799436,6.727456080333169,102.0,61.0
400,78,5.624725900275633,2.515771262321941,1.833450587520799,84.0,48.0
401,62,27.824683834514623,8.697982494525801,-0.0007627364095352807,78.0,37.0
402,64,33.63870730938073,6.576069173187803,-4.1573750958415365,62.0,81.0
403,64,37.118209749935936,8.059591882851542,-7.830256220278113,64.0,105.0
404,51,35.16684827718414,2.4487037336978714,-1.8313731138523952,64.0,109.0
405,40,43.920400572828136,-1.0807893417444407,4.298194499394346,51.0,92.0
